date_fraction,sp_monthly_return,monthly_inflation,bond_monthly_return,sp_annual_return,annual_inflation,bond_annual_return
1884.04,-0.02483926342,0,0.3016666667,-0.1315141524,-0.1078632756,3.62
1884.12,0.03228281853,0,0.3009722222,-0.1238753498,-0.1078632756,3.611666667
1884.21,0.001331453634,0,0.3002777778,-0.1196349766,-0.096366661,3.603333333
1884.29,-0.04019968553,-0.02061412364,0.2995833333,-0.1131002975,-0.1190985504,3.595
1884.37,-0.07572957839,-0.02105697025,0.2988888889,-0.06972899853,-0.08685410282,3.586666667
1884.46,-0.03512544803,0,0.2981944444,-0.00008637666224,-0.08878644807,3.578333333
1884.54,0.005947309417,-0.01074579876,0.2975,0.03571422569,-0.1123157067,3.57
1884.62,0.06869768311,0,0.2968055556,0.07219327286,-0.08952230827,3.561666667
1884.71,-0.02610759494,-0.01087177776,0.2961111111,0.06446905761,-0.08952230827,3.553333333
1884.79,-0.02699164851,-0.01099127243,0.2954166667,0.08239370846,-0.09055471337,3.545
1884.87,-0.01442004505,-0.02221738804,0.2947222222,0.1719606258,-0.07956344094,3.536666667
1884.96,0.003639846743,-0.0113659447,0.2940277778,0.2555846004,-0.0452984532,3.528333333
1885.04,-0.01720046083,0,0.2933333333,0.2481279597,-0.01012414278,3.52
1885.12,0.03652319182,0.01149661458,0.2922916667,0.2691473308,-0.03337885189,3.5075
1885.21,0.007866132723,-0.02273188939,0.29125,0.2556481775,-0.04487546647,3.495
1885.29,0.003171613394,0.01163032393,0.2902083333,0.2307222963,-0.03404775994,3.4825
1885.37,-0.006086956522,-0.02298931551,0.2891666667,0.2178091929,-0.05772670913,3.47
1885.46,0.000675154321,-0.02352925864,0.288125,0.2081360582,-0.05912748553,3.4575
1885.54,0.04242635659,0.01204759969,0.2870833333,0.2570956981,-0.04809867912,3.445
1885.62,0.06097346786,0,0.2860416667,0.2335312463,-0.04748758721,3.4325
1885.71,-0.008182944091,-0.01190418286,0.285,0.1836068716,-0.034988199,3.42
1885.79,0.06257526882,0,0.2839583333,0.2213521993,-0.02308401614,3.4075
1885.87,0.06920392954,0.01204759969,0.2829166667,0.1875624719,-0.02308401614,3.395
1885.96,-0.003816793893,0.02380836573,0.281875,0.1464072149,-0.03513161583,3.3825
1886.04,0.003818910256,-0.02325470911,0.2808333333,0.1274836519,-0.04659384857,3.37
1886.12,0.02302403846,0,0.281875,0.1163139733,0.001050952572,3.3825
1886.21,-0.01705974843,-0.01190418286,0.2829166667,0.08948169112,0.01295614879,3.395
1886.29,-0.009741490045,-0.01204862526,0.2839583333,0.1334292253,0.02486033166,3.4075
1886.37,-0.01576009115,-0.0243900919,0.285,0.1694787695,0.03690895692,3.42
1886.46,0.04963479416,-0.01250045223,0.2860416667,0.2058207572,0.06129904882,3.4325
1886.54,0.01886190476,0.0126586916,0.2870833333,0.1306916127,0.06203437102,3.445
1886.62,0.01104909318,0.01249938821,0.288125,0.09085094125,0.03747149655,3.4575
1886.71,0.02956238361,0,0.2891666667,0.05833494288,0.03701970804,3.47
1886.79,0.02878554144,0,0.2902083333,0.01963647364,0.02511552517,3.4825
1886.87,0.02804867257,0,0.29125,-0.03881139742,0.03716312487,3.495
1886.96,-0.02274035694,0.01234613299,0.2922916667,-0.0436629546,0.04906832109,3.5075
1887.04,-0.007350768322,0.02439009203,0.2933333333,-0.02265215741,0.06025244818,3.52
1887.12,-0.003808243728,0.01190519622,0.294375,-0.003784943804,0.04735897073,3.5325
1887.21,0.0268877858,0,0.2954166667,-0.001754791727,0.02408782981,3.545
1887.29,0.02630805409,0,0.2964583333,-0.06265457248,0.02408782981,3.5575
1887.37,0.02058189655,0,0.2975,-0.08103447696,0.01259121523,3.57
1887.46,-0.02549435028,-0.01176513004,0.2985416667,-0.08394153691,0.0009648504652,3.5825
1887.54,-0.02097876672,-0.01190418286,0.2995833333,-0.0855264903,0.0009648504652,3.595
1887.62,-0.02146690519,0.01204759969,0.300625,-0.03463588059,0.02477422955,3.6075
1887.71,-0.009136085627,-0.01190418286,0.3016666667,0.01206935144,0.01272662986,3.62
1887.79,-0.02966232962,0.01204759969,0.3027083333,0.04969750056,0.02463081272,3.6325
1887.87,0.02319711538,0.01190519622,0.30375,0.07739731469,0.0243463402,3.645
1887.96,-0.001729559748,0.02353026008,0.3047916667,0.03724848591,0.02407146791,3.6575
1888.04,0.01151644529,0.01149661458,0.3058333333,0.023551837,0.0005412078262,3.67
1888.12,-0.001778091651,-0.0113659447,0.3043055556,0.03520659794,-0.04543938002,3.651666667
1888.21,-0.03401199495,0,0.3027777778,0.05206579646,-0.04597761819,3.633333333
1888.29,0.007928149606,-0.01149661458,0.30125,0.06890011846,-0.05802624345,3.615
1888.37,0.0176748366,-0.01162636476,0.2997222222,0.06268519942,-0.04652962886,3.596666667
1888.46,-0.02707930368,-0.01176513004,0.2981944444,0.07566995098,-0.05929335601,3.578333333
1888.54,0.02991184298,0.01190519622,0.2966666667,0.123190984,-0.04752822597,3.56
1888.62,0.02523832685,0,0.2951388889,0.07639990502,-0.05943342219,3.541666667
1888.71,0.02849206349,0,0.2936111111,0.06788013163,-0.05943342219,3.523333333
